Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,year,month,week,day_of_week,quarter,lag_1,lag_2,lag_4,lag_12,Predicted,Demand_change_%,Stock_risk
12,2012-07-13,960312.75,0,95.61,3.723,130.683,10.926,2012,7,28,4,3,1014898.78,943124.74,1019555.51,1006486.96,969139.1544322595,-4.508787129268253,Stable
12,2012-07-20,941550.34,0,85.53,3.726,130.7012903,10.926,2012,7,29,4,3,960312.75,1014898.78,981386.25,1004252.38,949053.1075146645,-1.1724974478715886,Stable
12,2012-07-27,916967.92,0,93.47,3.769,130.7195806,10.926,2012,7,30,4,3,941550.34,960312.75,943124.74,1073433.69,922208.8277127296,-2.054219670004091,Stable
12,2012-08-03,958667.23,0,88.16,3.76,130.737871,10.926,2012,8,31,4,3,916967.92,941550.34,1014898.78,1041995.22,970873.7531722933,5.878704368664637,Hight Demand - Increase Inventory
12,2012-08-10,984689.9,0,95.91,3.811,130.7561613,10.926,2012,8,32,4,3,958667.23,916967.92,960312.75,1020486.05,951698.4897368327,-0.7269196281140541,Stable
12,2012-08-17,1005003.12,0,94.87,4.002,130.7909677,10.926,2012,8,33,4,3,984689.9,958667.23,941550.34,991514.21,960311.6825481579,-2.475725347832059,Stable
12,2012-08-24,1048101.39,0,85.32,4.055,130.8381613,10.926,2012,8,34,4,3,1005003.12,984689.9,916967.92,981345.2,962438.3856170252,-4.235283805186078,Stable
12,2012-08-31,1061943.49,0,89.78,4.093,130.8853548,10.926,2012,8,35,4,3,1048101.39,1005003.12,958667.23,1086231.47,1001625.0098994598,-4.43434008808444,Stable
12,2012-09-07,955146.04,1,88.52,4.124,130.9325484,10.926,2012,9,36,4,3,1061943.49,1048101.39,984689.9,1019555.51,1076473.8210309893,1.3682772358244126,Stable
12,2012-09-14,885892.37,0,83.64,4.133,130.9776667,10.926,2012,9,37,4,3,955146.04,1061943.49,1005003.12,981386.25,1016926.7767984793,6.46819797300099,Hight Demand - Increase Inventory
12,2012-09-21,922735.37,0,82.97,4.125,131.0103333,10.926,2012,9,38,4,3,885892.37,955146.04,1048101.39,943124.74,972820.9323501289,9.812542165830923,Hight Demand - Increase Inventory
12,2012-09-28,880415.67,0,81.22,3.966,131.043,10.926,2012,9,39,4,3,922735.37,885892.37,1061943.49,1014898.78,972951.2526657358,5.442067606635235,Hight Demand - Increase Inventory
12,2012-10-05,979825.92,0,81.61,3.966,131.0756667,10.199,2012,10,40,4,4,880415.67,922735.37,955146.04,960312.75,956448.5558533892,8.636021420812416,Hight Demand - Increase Inventory
12,2012-10-12,934917.47,0,71.74,4.468,131.1083333,10.199,2012,10,41,4,4,979825.92,880415.67,885892.37,941550.34,980665.1681398898,0.08565278002543496,Stable
12,2012-10-19,960945.43,0,68.66,4.449,131.1499677,10.199,2012,10,42,4,4,934917.47,979825.92,922735.37,916967.92,983737.91395998,5.221898780004618,Hight Demand - Increase Inventory
12,2012-10-26,974697.6,0,65.95,4.301,131.1930968,10.199,2012,10,43,4,4,960945.43,934917.47,880415.67,958667.23,964053.5755941942,0.32344662840991734,Stable
13,2012-05-04,1995994.51,0,54.41,3.831,131.136,5.965,2012,5,18,4,2,1970121.65,1955689.12,2271614.76,2069284.57,2047078.7035477236,3.9062082053523794,Stable
13,2012-05-11,2080764.17,0,56.47,3.809,131.1453333,5.965,2012,5,19,4,2,1995994.51,1970121.65,2057637.86,2214477.06,2006387.2898502126,0.5206817853528377,Stable
13,2012-05-18,2131900.55,0,65.17,3.808,131.0983226,5.965,2012,5,20,4,2,2080764.17,1995994.51,1955689.12,1929768.03,1953104.4147119746,-6.135234214842587,Low Demand - Decrease Inventory
13,2012-05-25,2043349.41,0,62.39,3.801,131.0287742,5.965,2012,5,21,4,2,2131900.55,2080764.17,1970121.65,1969742.76,1989856.164402783,-6.6628054295129715,Low Demand - Decrease Inventory
13,2012-06-01,2035431.39,0,61.11,3.788,130.9592258,5.965,2012,6,22,4,2,2043349.41,2131900.55,1995994.51,1986445.65,2021031.8084831908,-1.0922068153194162,Stable
13,2012-06-08,2182437.9,0,68.4,3.776,130.8896774,5.965,2012,6,23,4,2,2035431.39,2043349.41,2080764.17,2025582.62,2021723.0274147615,-0.673486841786321,Stable
13,2012-06-15,2152229.11,0,65.97,3.756,130.8295333,5.965,2012,6,24,4,2,2182437.9,2035431.39,2131900.55,1904421.74,2059405.2696137354,-5.637394327979024,Low Demand - Decrease Inventory
13,2012-06-22,2094373.0,0,72.89,3.737,130.7929,5.965,2012,6,25,4,2,2152229.11,2182437.9,2043349.41,1948982.7,2044225.7314625233,-5.018210098342018,Low Demand - Decrease Inventory
13,2012-06-29,2037663.71,0,82.0,3.681,130.7562667,5.965,2012,6,26,4,2,2094373.0,2152229.11,2035431.39,2271614.76,2051416.829327993,-2.051027714356846,Stable
13,2012-07-06,2184980.35,0,79.23,3.63,130.7196333,5.765,2012,7,27,4,3,2037663.71,2094373.0,2182437.9,2057637.86,2062830.8930272833,1.235099928598291,Stable
13,2012-07-13,2002750.99,0,83.68,3.595,130.683,5.765,2012,7,28,4,3,2184980.35,2037663.71,2152229.11,1955689.12,2065936.1936055496,-5.44829414115557,Low Demand - Decrease Inventory
13,2012-07-20,2053089.32,0,75.69,3.556,130.7012903,5.765,2012,7,29,4,3,2002750.99,2184980.35,2094373.0,1970121.65,2009808.0380049273,0.3523677202090584,Stable
13,2012-07-27,1914430.53,0,80.42,3.537,130.7195806,5.765,2012,7,30,4,3,2053089.32,2002750.99,2037663.71,1995994.51,1969134.0986896679,-4.089214263231966,Stable
13,2012-08-03,2044148.23,0,81.99,3.512,130.737871,5.765,2012,8,31,4,3,1914430.53,2053089.32,2184980.35,2080764.17,2028377.1824073866,5.951986798256219,Hight Demand - Increase Inventory
13,2012-08-10,2041019.92,0,81.69,3.509,130.7561613,5.765,2012,8,32,4,3,2044148.23,1914430.53,2002750.99,2131900.55,1991968.4204987958,-2.552643136902267,Stable
13,2012-08-17,2095769.18,0,79.4,3.545,130.7909677,5.765,2012,8,33,4,3,2041019.92,2044148.23,2053089.32,2043349.41,2011424.3074386194,-1.4500403583214658,Stable
13,2012-08-24,2059458.25,0,77.37,3.582,130.8381613,5.765,2012,8,34,4,3,2095769.18,2041019.92,1914430.53,2035431.39,1981346.3278206736,-5.459706787907166,Low Demand - Decrease Inventory
13,2012-08-31,2073855.42,0,79.18,3.624,130.8853548,5.765,2012,8,35,4,3,2059458.25,2095769.18,2044148.23,2182437.9,2034427.0629368052,-1.2154258074032243,Stable
13,2012-09-07,2165796.31,1,70.65,3.689,130.9325484,5.765,2012,9,36,4,3,2073855.42,2059458.25,2041019.92,2152229.11,2096835.970013082,1.10810762367813,Stable
13,2012-09-14,1919917.03,0,68.55,3.749,130.9776667,5.765,2012,9,37,4,3,2165796.31,2073855.42,2095769.18,2094373.0,2113700.059950739,-2.40540856998971,Stable
13,2012-09-21,1938379.66,0,67.96,3.821,131.0103333,5.765,2012,9,38,4,3,1919917.03,2165796.31,2059458.25,2037663.71,2023159.672251679,5.377453329411791,Hight Demand - Increase Inventory
13,2012-09-28,1927664.11,0,64.8,3.821,131.043,5.765,2012,9,39,4,3,1938379.66,1919917.03,2073855.42,2184980.35,2004910.5638333708,3.4322947772455934,Stable
13,2012-10-05,2041918.74,0,61.79,3.815,131.0756667,5.621,2012,10,40,4,4,1927664.11,1938379.66,2165796.31,2002750.99,2036633.8213469535,5.652940820014198,Hight Demand - Increase Inventory
13,2012-10-12,1999079.44,0,55.1,3.797,131.1083333,5.621,2012,10,41,4,4,2041918.74,1927664.11,1919917.03,2053089.32,2001518.9112071544,-1.978522847233656,Stable
13,2012-10-19,2018010.15,0,52.06,3.781,131.1499677,5.621,2012,10,42,4,4,1999079.44,2041918.74,1938379.66,1914430.53,1984963.9428976774,-0.7060998587591157,Stable
13,2012-10-26,2035189.66,0,46.97,3.755,131.1930968,5.621,2012,10,43,4,4,2018010.15,1999079.44,1927664.11,2044148.23,1993651.7005779445,-1.2070528694840998,Stable
14,2012-05-04,1949354.29,0,55.21,3.951,190.9222115,8.567,2012,5,18,4,2,1784029.95,1875686.44,2376022.26,2077256.24,2012506.339779593,12.80675751993923,Hight Demand - Increase Inventory
14,2012-05-11,1987531.05,0,61.24,3.889,190.9764167,8.567,2012,5,19,4,2,1949354.29,1784029.95,1912909.69,2020550.99,1889306.498049505,-3.0803939673016023,Stable
14,2012-05-18,1932233.17,0,66.3,3.848,190.9964479,8.567,2012,5,20,4,2,1987531.05,1949354.29,1875686.44,1875040.16,1886738.2766546384,-5.071255281539461,Low Demand - Decrease Inventory
14,2012-05-25,2030869.61,0,67.21,3.798,191.0028096,8.567,2012,5,21,4,2,1932233.17,1987531.05,1784029.95,1926004.99,1844329.9305717424,-4.549308064526062,Stable
14,2012-06-01,2049485.49,0,74.48,3.742,191.0091712,8.567,2012,6,22,4,2,2030869.61,1932233.17,1949354.29,2020839.31,1967663.9702608213,-3.112245090869168,Stable
14,2012-06-08,2099615.88,0,64.3,3.689,191.0155329,8.567,2012,6,23,4,2,2049485.49,2030869.61,1987531.05,1941040.5,1985818.621623978,-3.1064805623982226,Stable
14,2012-06-15,1905733.68,0,71.93,3.62,191.0299731,8.567,2012,6,24,4,2,2099615.88,2049485.49,1932233.17,1893447.71,1967300.5060230717,-6.301884798896082,Low Demand - Decrease Inventory
14,2012-06-22,1660228.88,0,74.22,3.564,191.0646096,8.567,2012,6,25,4,2,1905733.68,2099615.88,2030869.61,1905033.01,1930355.656541936,1.2919946160544407,Stable
14,2012-06-29,1591835.02,0,75.22,3.506,191.0992462,8.567,2012,6,26,4,2,1660228.88,1905733.68,2049485.49,2376022.26,1878179.3004318178,13.127733353958876,Hight Demand - Increase Inventory
14,2012-07-06,1862128.95,0,82.99,3.475,191.1338827,8.684,2012,7,27,4,3,1591835.02,1660228.88,2099615.88,1912909.69,1778644.630301766,11.735488160184218,Hight Demand - Increase Inventory
14,2012-07-13,1544422.35,0,79.97,3.523,191.1685192,8.684,2012,7,28,4,3,1862128.95,1591835.02,1905733.68,1875686.44,1789777.350587204,-3.885423692746727,Stable
14,2012-07-20,1553250.16,0,78.89,3.567,191.1670428,8.684,2012,7,29,4,3,1544422.35,1862128.95,1660228.88,1784029.95,1637836.8722446114,6.048508832095786,Hight Demand - Increase Inventory
14,2012-07-27,1479514.66,0,77.2,3.647,191.1655664,8.684,2012,7,30,4,3,1553250.16,1544422.35,1591835.02,1949354.29,1584087.182711549,1.9853223586050806,Stable
14,2012-08-03,1656886.46,0,76.58,3.654,191.16409,8.684,2012,8,31,4,3,1479514.66,1553250.16,1862128.95,1987531.05,1690424.8248935193,14.255361612538492,Hight Demand - Increase Inventory
14,2012-08-10,1648570.03,0,78.65,3.722,191.1626135,8.684,2012,8,32,4,3,1656886.46,1479514.66,1544422.35,1932233.17,1627211.6811311767,-1.7909965218029071,Stable
14,2012-08-17,1660433.3,0,75.71,3.807,191.2284919,8.684,2012,8,33,4,3,1648570.03,1656886.46,1553250.16,2030869.61,1672858.0670948774,1.4732790632423018,Stable
14,2012-08-24,1621841.33,0,72.62,3.834,191.3448865,8.684,2012,8,34,4,3,1660433.3,1648570.03,1479514.66,2049485.49,1650962.8421228677,-0.570360632801832,Stable
14,2012-08-31,1613342.19,0,75.09,3.867,191.461281,8.684,2012,8,35,4,3,1621841.33,1660433.3,1656886.46,2099615.88,1694021.8724356368,4.45053046191866,Stable
14,2012-09-07,1904512.34,1,75.7,3.911,191.5776756,8.684,2012,9,36,4,3,1613342.19,1621841.33,1648570.03,1905733.68,1715885.9864421189,6.355985548367698,Hight Demand - Increase Inventory
14,2012-09-14,1554794.22,0,67.87,3.948,191.69985,8.684,2012,9,37,4,3,1904512.34,1613342.19,1660433.3,1660228.88,1756052.0836380422,-7.795184795807512,Low Demand - Decrease Inventory
14,2012-09-21,1565352.46,0,65.32,4.038,191.8567038,8.684,2012,9,38,4,3,1554794.22,1904512.34,1621841.33,1591835.02,1666244.5565348268,7.168172810343146,Hight Demand - Increase Inventory
14,2012-09-28,1522512.2,0,64.88,3.997,192.0135577,8.684,2012,9,39,4,3,1565352.46,1554794.22,1613342.19,1862128.95,1634903.3327225372,4.443144563272176,Stable
14,2012-10-05,1687592.16,0,64.89,3.985,192.1704115,8.667,2012,10,40,4,4,1522512.2,1565352.46,1904512.34,1544422.35,1691589.1804304048,11.105131402586126,Hight Demand - Increase Inventory
14,2012-10-12,1639585.61,0,54.47,4.0,192.3272654,8.667,2012,10,41,4,4,1687592.16,1522512.2,1554794.22,1553250.16,1633511.8957789093,-3.2045813854154543,Stable
14,2012-10-19,1590274.72,0,56.47,3.969,192.3308542,8.667,2012,10,42,4,4,1639585.61,1687592.16,1565352.46,1479514.66,1629045.4210150987,-0.6428568853383271,Stable
14,2012-10-26,1704357.62,0,58.85,3.882,192.3088989,8.667,2012,10,43,4,4,1590274.72,1639585.61,1522512.2,1656886.46,1604529.3260022774,0.8963612275920139,Stable
15,2012-05-04,577868.38,0,51.04,4.124,138.0332,8.15,2012,5,18,4,2,527402.62,534780.57,659950.36,628218.22,597156.675080359,13.225959150593333,Hight Demand - Increase Inventory
15,2012-05-11,579539.95,0,54.23,4.055,138.0882667,8.15,2012,5,19,4,2,577868.38,527402.62,558585.13,598502.83,564934.934089236,-2.2381300583991193,Stable
15,2012-05-18,600050.98,0,58.84,4.029,138.1065806,8.15,2012,5,20,4,2,579539.95,577868.38,534780.57,561137.06,550483.932035476,-5.01363503318865,Low Demand - Decrease Inventory
15,2012-05-25,693780.42,0,67.97,3.979,138.1101935,8.15,2012,5,21,4,2,600050.98,579539.95,527402.62,541292.64,537752.3152030259,-10.382228656134192,Low Demand - Decrease Inventory
15,2012-06-01,663971.26,0,67.61,3.915,138.1138065,8.15,2012,6,22,4,2,693780.42,600050.98,577868.38,545120.67,627865.7107921019,-9.500802747921037,Low Demand - Decrease Inventory
15,2012-06-08,611390.67,0,59.35,3.871,138.1174194,8.15,2012,6,23,4,2,663971.26,693780.42,579539.95,570611.23,633384.2347199097,-4.606679102359081,Stable
15,2012-06-15,636737.65,0,67.7,3.786,138.1295333,8.15,2012,6,24,4,2,611390.67,663971.26,600050.98,565481.88,599271.3777946681,-1.9822501061934692,Stable
15,2012-06-22,687085.6,0,74.28,3.722,138.1629,8.15,2012,6,25,4,2,636737.65,611390.67,693780.42,557547.25,611124.2596643344,-4.022597114473389,Stable
15,2012-06-29,624099.48,0,68.91,3.667,138.1962667,8.15,2012,6,26,4,2,687085.6,636737.65,663971.26,659950.36,631786.2956509814,-8.048386452724175,Low Demand - Decrease Inventory
15,2012-07-06,678024.75,0,74.64,3.646,138.2296333,8.193,2012,7,27,4,3,624099.48,687085.6,611390.67,558585.13,615163.5594786406,-1.4318102814890064,Stable
15,2012-07-13,591335.5,0,72.62,3.689,138.263,8.193,2012,7,28,4,3,678024.75,624099.48,636737.65,534780.57,621186.9142848179,-8.382855598587238,Low Demand - Decrease Inventory
15,2012-07-20,592369.22,0,75.31,3.732,138.2331935,8.193,2012,7,29,4,3,591335.5,678024.75,687085.6,527402.62,608683.0735011771,2.9336262580509933,Stable
15,2012-07-27,571190.83,0,73.9,3.82,138.2033871,8.193,2012,7,30,4,3,592369.22,591335.5,624099.48,577868.38,579030.4762325734,-2.2517617926580624,Stable
15,2012-08-03,590739.62,0,73.13,3.819,138.1735806,8.193,2012,8,31,4,3,571190.83,592369.22,678024.75,579539.95,630440.403884314,10.372991086764129,Hight Demand - Increase Inventory
15,2012-08-10,590453.63,0,73.99,3.863,138.1437742,8.193,2012,8,32,4,3,590739.62,571190.83,591335.5,600050.98,604094.5530459508,2.2607139581988482,Stable
15,2012-08-17,579738.2,0,70.29,3.963,138.1857097,8.193,2012,8,33,4,3,590453.63,590739.62,592369.22,693780.42,621354.6824422032,5.233442707804702,Hight Demand - Increase Inventory
15,2012-08-24,606210.77,0,66.98,3.997,138.2814516,8.193,2012,8,34,4,3,579738.2,590453.63,571190.83,663971.26,602100.1273355857,3.857245793978334,Stable
15,2012-08-31,610185.32,0,71.42,4.026,138.3771935,8.193,2012,8,35,4,3,606210.77,579738.2,590739.62,611390.67,598409.4068174735,-1.286906067757019,Stable
15,2012-09-07,587259.82,1,71.61,4.076,138.4729355,8.193,2012,9,36,4,3,610185.32,606210.77,590453.63,636737.65,673365.0743323714,10.354191138582523,Hight Demand - Increase Inventory
15,2012-09-14,527509.76,0,65.44,4.088,138.5673,8.193,2012,9,37,4,3,587259.82,610185.32,579738.2,687085.6,645668.614930816,9.945988630861217,Hight Demand - Increase Inventory
15,2012-09-21,533161.64,0,60.34,4.203,138.6534,8.193,2012,9,38,4,3,527509.76,587259.82,606210.77,624099.48,619707.9089772254,17.477998696597655,Hight Demand - Increase Inventory
15,2012-09-28,553901.97,0,57.13,4.158,138.7395,8.193,2012,9,39,4,3,533161.64,527509.76,610185.32,678024.75,611621.7138528675,14.716001296129907,Hight Demand - Increase Inventory
15,2012-10-05,573498.64,0,59.57,4.151,138.8256,7.992,2012,10,40,4,4,553901.97,533161.64,587259.82,591335.5,629165.1507010907,13.587816035586716,Hight Demand - Increase Inventory
15,2012-10-12,551799.63,0,49.12,4.186,138.9117,7.992,2012,10,41,4,4,573498.64,553901.97,527509.76,592369.22,620711.908784166,8.23249882234524,Hight Demand - Increase Inventory
15,2012-10-19,555652.77,0,52.89,4.153,138.8336129,7.992,2012,10,42,4,4,551799.63,573498.64,533161.64,571190.83,604051.2226470858,9.469305488132672,Hight Demand - Increase Inventory
15,2012-10-26,558473.6,0,55.75,4.071,138.7281613,7.992,2012,10,43,4,4,555652.77,551799.63,553901.97,590739.62,597327.7024914548,7.500175422765329,Hight Demand - Increase Inventory
16,2012-05-04,426959.62,0,51.34,3.903,197.6063534,6.169,2012,5,18,4,2,398445.15,436221.26,502662.07,473766.97,464154.77141462266,16.491509914130624,Hight Demand - Increase Inventory
16,2012-05-11,479855.0,0,53.57,3.87,197.5481609,6.169,2012,5,19,4,2,426959.62,398445.15,450756.71,494069.49,443778.09676645696,3.9391258513994756,Stable
16,2012-05-18,493506.47,0,56.74,3.837,197.5553137,6.169,2012,5,20,4,2,479855.0,426959.62,436221.26,495720.3,451913.5156480223,-5.82290157484609,Low Demand - Decrease Inventory
16,2012-05-25,518045.09,0,57.36,3.804,197.5886046,6.169,2012,5,21,4,2,493506.47,479855.0,398445.15,464189.09,440243.7395667359,-10.792711680814246,Low Demand - Decrease Inventory
16,2012-06-01,532311.93,0,58.97,3.764,197.6218954,6.169,2012,6,22,4,2,518045.09,493506.47,426959.62,495951.66,503449.55135025084,-2.817426307379766,Stable
16,2012-06-08,603618.89,0,65.43,3.741,197.6551863,6.169,2012,6,23,4,2,532311.93,518045.09,479855.0,520850.71,520592.04434973747,-2.2016950945026883,Stable
16,2012-06-15,570045.79,0,65.36,3.723,197.692292,6.169,2012,6,24,4,2,603618.89,532311.93,493506.47,493503.89,538723.7789515927,-10.751007319934482,Low Demand - Decrease Inventory
16,2012-06-22,581745.72,0,70.41,3.735,197.7389345,6.169,2012,6,25,4,2,570045.79,603618.89,518045.09,485095.41,536893.4772009999,-5.815728031076272,Low Demand - Decrease Inventory
16,2012-06-29,570162.28,0,77.31,3.693,197.785577,6.169,2012,6,26,4,2,581745.72,570045.79,532311.93,502662.07,528466.4303440377,-9.15851854586266,Low Demand - Decrease Inventory
16,2012-07-06,641763.53,0,70.49,3.646,197.8322195,6.061,2012,7,27,4,3,570162.28,581745.72,603618.89,450756.71,572300.2164045423,0.37496980763832694,Stable
16,2012-07-13,569005.06,0,70.29,3.613,197.8788621,6.061,2012,7,28,4,3,641763.53,570162.28,570045.79,436221.26,572779.8274534643,-10.749084253281852,Low Demand - Decrease Inventory
16,2012-07-20,565297.54,0,68.43,3.585,197.9290378,6.061,2012,7,29,4,3,569005.06,641763.53,581745.72,398445.15,550551.8050807044,-3.243073957777399,Stable
16,2012-07-27,539337.87,0,69.0,3.57,197.9792136,6.061,2012,7,30,4,3,565297.54,569005.06,570162.28,426959.62,527915.5931823477,-6.612791348367149,Low Demand - Decrease Inventory
16,2012-08-03,584000.71,0,68.59,3.528,198.0293893,6.061,2012,8,31,4,3,539337.87,565297.54,641763.53,479855.0,587879.7960594445,9.000281411621355,Hight Demand - Increase Inventory
16,2012-08-10,554036.84,0,70.24,3.509,198.0795651,6.061,2012,8,32,4,3,584000.71,539337.87,569005.06,493506.47,568847.1978693008,-2.594776319826584,Stable
16,2012-08-17,521896.6,0,62.07,3.545,198.1001057,6.061,2012,8,33,4,3,554036.84,584000.71,565297.54,518045.09,567441.5234279335,2.4194570577533234,Stable
16,2012-08-24,551152.15,0,61.44,3.558,198.0984199,6.061,2012,8,34,4,3,521896.6,554036.84,539337.87,532311.93,538428.4056225643,3.167640031102766,Stable
16,2012-08-31,551837.31,0,64.19,3.556,198.0967341,6.061,2012,8,35,4,3,551152.15,521896.6,584000.71,603618.89,557739.2303100973,1.1951473490754438,Stable
16,2012-09-07,537138.58,1,60.09,3.596,198.0950484,6.061,2012,9,36,4,3,551837.31,551152.15,554036.84,570045.79,615550.1268825755,11.545579780130378,Hight Demand - Increase Inventory
16,2012-09-14,526525.16,0,56.69,3.659,198.1267184,6.061,2012,9,37,4,3,537138.58,551837.31,521896.6,581745.72,578799.7665509954,7.7561337245586515,Hight Demand - Increase Inventory
16,2012-09-21,509942.56,0,56.48,3.765,198.358523,6.061,2012,9,38,4,3,526525.16,537138.58,551152.15,570162.28,577114.7819633111,9.608205990253364,Hight Demand - Increase Inventory
16,2012-09-28,469607.73,0,51.4,3.789,198.5903276,6.061,2012,9,39,4,3,509942.56,526525.16,551837.31,641763.53,576624.0948122516,13.07628349597877,Hight Demand - Increase Inventory
16,2012-10-05,471281.68,0,50.46,3.779,198.8221322,5.847,2012,10,40,4,4,469607.73,509942.56,537138.58,569005.06,575409.4679154679,22.52981183156162,Hight Demand - Increase Inventory
16,2012-10-12,491817.19,0,43.26,3.76,199.0539368,5.847,2012,10,41,4,4,471281.68,469607.73,526525.16,565297.54,559464.5790264904,18.71129364215695,Hight Demand - Increase Inventory
16,2012-10-19,577198.97,0,40.59,3.75,199.1481963,5.847,2012,10,42,4,4,491817.19,471281.68,509942.56,539337.87,550701.3386350349,11.972771556649912,Hight Demand - Increase Inventory
16,2012-10-26,475770.14,0,40.99,3.686,199.2195317,5.847,2012,10,43,4,4,577198.97,491817.19,469607.73,584000.71,567081.9654048309,-1.7527759266737948,Stable
17,2012-05-04,930121.14,0,48.86,3.831,131.136,6.235,2012,5,18,4,2,925916.65,1119979.98,986922.62,880165.7,966919.0438096523,4.428302894180843,Stable
17,2012-05-11,944100.3,0,49.96,3.809,131.1453333,6.235,2012,5,19,4,2,930121.14,925916.65,877055.32,927084.65,897116.1096846759,-3.54846577461126,Stable
17,2012-05-18,968816.33,0,59.67,3.808,131.0983226,6.235,2012,5,20,4,2,944100.3,930121.14,1119979.98,843864.43,950668.0854647607,0.6956660711537338,Stable
17,2012-05-25,984881.59,0,55.69,3.801,131.0287742,6.235,2012,5,21,4,2,968816.33,944100.3,925916.65,856178.47,898610.5778120533,-7.246549218255508,Low Demand - Decrease Inventory
17,2012-06-01,938914.28,0,54.13,3.788,130.9592258,6.235,2012,6,22,4,2,984881.59,968816.33,930121.14,860224.98,952190.8473541886,-3.319256139797618,Stable
17,2012-06-08,987990.24,0,60.51,3.776,130.8896774,6.235,2012,6,23,4,2,938914.28,984881.59,944100.3,853136.46,931099.5503715202,-0.8323155579740258,Stable
17,2012-06-15,964169.67,0,56.67,3.756,130.8295333,6.235,2012,6,24,4,2,987990.24,938914.28,968816.33,851762.28,939603.7096355632,-4.897470481533987,Stable
17,2012-06-22,981210.57,0,62.9,3.737,130.7929,6.235,2012,6,25,4,2,964169.67,987990.24,984881.59,872469.03,936808.1545564681,-2.837832001449694,Stable
17,2012-06-29,982322.24,0,71.14,3.681,130.7562667,6.235,2012,6,26,4,2,981210.57,964169.67,938914.28,986922.62,927417.1380813867,-5.482353488977729,Low Demand - Decrease Inventory
17,2012-07-06,1046782.52,0,68.91,3.63,130.7196333,5.936,2012,7,27,4,3,982322.24,981210.57,987990.24,877055.32,958730.1355554312,-2.4016665289557877,Stable
17,2012-07-13,960746.04,0,72.94,3.595,130.683,5.936,2012,7,28,4,3,1046782.52,982322.24,964169.67,1119979.98,999742.0986087471,-4.49381036581055,Stable
17,2012-07-20,944698.7,0,70.59,3.556,130.7012903,5.936,2012,7,29,4,3,960746.04,1046782.52,981210.57,925916.65,948794.2422537655,-1.24401217893488,Stable
17,2012-07-27,907493.24,0,74.2,3.537,130.7195806,5.936,2012,7,30,4,3,944698.7,960746.04,982322.24,930121.14,917914.057606861,-2.835257674551575,Stable
17,2012-08-03,877813.33,0,72.94,3.512,130.737871,5.936,2012,8,31,4,3,907493.24,944698.7,1046782.52,944100.3,964843.6581113636,6.319652376844555,Hight Demand - Increase Inventory
17,2012-08-10,849074.04,0,73.29,3.509,130.7561613,5.936,2012,8,32,4,3,877813.33,907493.24,960746.04,968816.33,917516.0349717513,4.522909782168758,Stable
17,2012-08-17,844928.17,0,70.98,3.545,130.7909677,5.936,2012,8,33,4,3,849074.04,877813.33,944698.7,984881.59,894952.2967949063,5.40332817087497,Hight Demand - Increase Inventory
17,2012-08-24,924299.78,0,68.89,3.582,130.8381613,5.936,2012,8,34,4,3,844928.17,849074.04,907493.24,938914.28,864897.2649381384,2.3634074051689367,Stable
17,2012-08-31,865924.2,0,68.07,3.624,130.8853548,5.936,2012,8,35,4,3,924299.78,844928.17,877813.33,987990.24,884458.0708259344,-4.310474808732034,Stable
17,2012-09-07,1255633.29,1,61.99,3.689,130.9325484,5.936,2012,9,36,4,3,865924.2,924299.78,849074.04,964169.67,935474.555813767,8.031921941177654,Hight Demand - Increase Inventory
17,2012-09-14,1071040.22,0,59.64,3.749,130.9776667,5.936,2012,9,37,4,3,1255633.29,865924.2,844928.17,981210.57,1034290.1786905453,-17.628005968960473,Low Demand - Decrease Inventory
17,2012-09-21,938303.28,0,58.43,3.821,131.0103333,5.936,2012,9,38,4,3,1071040.22,1255633.29,924299.78,982322.24,1063796.1211981252,-0.6763610429004047,Stable
17,2012-09-28,972716.24,0,57.77,3.821,131.043,5.936,2012,9,39,4,3,938303.28,1071040.22,865924.2,1046782.52,969301.7441107854,3.3036721464711705,Stable
17,2012-10-05,952609.17,0,52.81,3.815,131.0756667,5.527,2012,10,40,4,4,972716.24,938303.28,1255633.29,960746.04,1094742.9376825169,12.544942981780267,Hight Demand - Increase Inventory
17,2012-10-12,919878.34,0,44.82,3.797,131.1083333,5.527,2012,10,41,4,4,952609.17,972716.24,1071040.22,944698.7,1031051.3669996709,8.234457474272562,Hight Demand - Increase Inventory
17,2012-10-19,957356.84,0,48.16,3.781,131.1499677,5.527,2012,10,42,4,4,919878.34,952609.17,938303.28,907493.24,960055.8089541122,4.367693770690619,Stable
17,2012-10-26,943465.29,0,39.94,3.755,131.1930968,5.527,2012,10,43,4,4,957356.84,919878.34,972716.24,877813.33,967426.5785300806,1.051827083627527,Stable
18,2012-05-04,1050027.89,0,49.66,3.991,138.0332,8.304,2012,5,18,4,2,961186.23,1025813.8,1200815.3,1161615.51,1075433.1269632056,11.886031384699058,Hight Demand - Increase Inventory
18,2012-05-11,1060433.1,0,57.44,3.947,138.0882667,8.304,2012,5,19,4,2,1050027.89,961186.23,998443.5,1115985.81,1011764.9669249058,-3.6439911205686286,Stable
18,2012-05-18,1047444.59,0,62.31,3.899,138.1065806,8.304,2012,5,20,4,2,1060433.1,1050027.89,1025813.8,1037861.11,1015316.3402715176,-4.25455973870322,Stable
