Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,year,month,week,day_of_week,quarter,lag_1,lag_2,lag_4,lag_12
4,2012-06-22,2197299.65,0,81.63,3.329,130.7929,4.308,2012,6,25,4,2,2234190.93,2245257.18,2154137.67,2089381.77
4,2012-06-29,2128362.92,0,84.23,3.257,130.7562667,4.308,2012,6,26,4,2,2197299.65,2234190.93,2179360.94,2470206.13
4,2012-07-06,2224499.28,0,80.37,3.187,130.7196333,4.077,2012,7,27,4,3,2128362.92,2197299.65,2245257.18,2105301.39
4,2012-07-13,2100252.61,0,76.86,3.224,130.683,4.077,2012,7,28,4,3,2224499.28,2128362.92,2234190.93,2144336.89
4,2012-07-20,2175563.69,0,79.14,3.263,130.7012903,4.077,2012,7,29,4,3,2100252.61,2224499.28,2197299.65,2064065.66
4,2012-07-27,2048613.65,0,81.06,3.356,130.7195806,4.077,2012,7,30,4,3,2175563.69,2100252.61,2128362.92,2196968.33
4,2012-08-03,2174514.13,0,83.86,3.374,130.737871,4.077,2012,8,31,4,3,2048613.65,2175563.69,2224499.28,2127661.17
4,2012-08-10,2193367.69,0,83.21,3.476,130.7561613,4.077,2012,8,32,4,3,2174514.13,2048613.65,2100252.61,2207214.81
4,2012-08-17,2283540.3,0,81.41,3.552,130.7909677,4.077,2012,8,33,4,3,2193367.69,2174514.13,2175563.69,2154137.67
4,2012-08-24,2125241.68,0,75.76,3.61,130.8381613,4.077,2012,8,34,4,3,2283540.3,2193367.69,2048613.65,2179360.94
4,2012-08-31,2081181.35,0,76.47,3.646,130.8853548,4.077,2012,8,35,4,3,2125241.68,2283540.3,2174514.13,2245257.18
4,2012-09-07,2125104.72,1,82.09,3.709,130.9325484,4.077,2012,9,36,4,3,2081181.35,2125241.68,2193367.69,2234190.93
4,2012-09-14,2117854.6,0,68.2,3.706,130.9776667,4.077,2012,9,37,4,3,2125104.72,2081181.35,2283540.3,2197299.65
4,2012-09-21,2119438.53,0,68.97,3.721,131.0103333,4.077,2012,9,38,4,3,2117854.6,2125104.72,2125241.68,2128362.92
4,2012-09-28,2027620.23,0,71.74,3.666,131.043,4.077,2012,9,39,4,3,2119438.53,2117854.6,2081181.35,2224499.28
4,2012-10-05,2209835.43,0,63.07,3.62,131.0756667,3.879,2012,10,40,4,4,2027620.23,2119438.53,2125104.72,2100252.61
4,2012-10-12,2133026.07,0,57.11,3.603,131.1083333,3.879,2012,10,41,4,4,2209835.43,2027620.23,2117854.6,2175563.69
4,2012-10-19,2097266.85,0,64.46,3.61,131.1499677,3.879,2012,10,42,4,4,2133026.07,2209835.43,2119438.53,2048613.65
4,2012-10-26,2149594.46,0,63.64,3.514,131.1930968,3.879,2012,10,43,4,4,2097266.85,2133026.07,2027620.23,2174514.13
5,2010-04-30,298697.84,0,67.53,2.78,210.939388,6.465,2010,4,17,4,2,288839.73,306858.69,331406.0,317173.1
5,2010-05-07,333522.6,0,71.53,2.835,210.8896556,6.465,2010,5,18,4,2,298697.84,288839.73,328020.49,311825.7
5,2010-05-14,296673.77,0,74.79,2.854,210.8872772,6.465,2010,5,19,4,2,333522.6,298697.84,306858.69,303447.57
5,2010-05-21,301615.49,0,75.2,2.826,211.169023,6.465,2010,5,20,4,2,296673.77,333522.6,288839.73,270281.63
5,2010-05-28,310013.11,0,79.81,2.759,211.4507688,6.465,2010,5,21,4,2,301615.49,296673.77,298697.84,288855.71
5,2010-06-04,337825.89,0,79.54,2.705,211.7325146,6.465,2010,6,22,4,2,310013.11,301615.49,333522.6,297293.59
5,2010-06-11,296641.91,0,80.7,2.668,212.0142605,6.465,2010,6,23,4,2,337825.89,310013.11,296673.77,281706.41
5,2010-06-18,313795.6,0,83.91,2.637,212.0119769,6.465,2010,6,24,4,2,296641.91,337825.89,301615.49,273282.97
5,2010-06-25,295257.3,0,83.72,2.653,211.8960815,6.465,2010,6,25,4,2,313795.6,296641.91,310013.11,331406.0
5,2010-07-02,305993.27,0,81.25,2.669,211.7801861,6.496,2010,7,26,4,3,295257.3,313795.6,337825.89,328020.49
5,2010-07-09,291808.87,0,81.14,2.642,211.6642907,6.496,2010,7,27,4,3,305993.27,295257.3,296641.91,306858.69
5,2010-07-16,280701.7,0,83.98,2.623,211.6561123,6.496,2010,7,28,4,3,291808.87,305993.27,313795.6,288839.73
5,2010-07-23,274742.63,0,83.66,2.608,211.7915565,6.496,2010,7,29,4,3,280701.7,291808.87,295257.3,298697.84
5,2010-07-30,268929.03,0,82.46,2.64,211.9270006,6.496,2010,7,30,4,3,274742.63,280701.7,305993.27,333522.6
5,2010-08-06,303043.02,0,86.1,2.627,212.0624447,6.496,2010,8,31,4,3,268929.03,274742.63,291808.87,296673.77
5,2010-08-13,286477.35,0,87.41,2.692,212.1978889,6.496,2010,8,32,4,3,303043.02,268929.03,280701.7,301615.49
5,2010-08-20,287205.38,0,87.71,2.664,212.1608984,6.496,2010,8,33,4,3,286477.35,303043.02,274742.63,310013.11
5,2010-08-27,288519.75,0,87.05,2.619,212.123908,6.496,2010,8,34,4,3,287205.38,286477.35,268929.03,337825.89
5,2010-09-03,323798.0,0,84.06,2.577,212.0869176,6.496,2010,9,35,4,3,288519.75,287205.38,303043.02,296641.91
5,2010-09-10,306533.08,1,79.86,2.565,212.0499271,6.496,2010,9,36,4,3,323798.0,288519.75,286477.35,313795.6
5,2010-09-17,282558.65,0,82.28,2.582,212.0769346,6.496,2010,9,37,4,3,306533.08,323798.0,287205.38,295257.3
5,2010-09-24,293131.58,0,78.53,2.624,212.1519404,6.496,2010,9,38,4,3,282558.65,306533.08,288519.75,305993.27
5,2010-10-01,283178.12,0,71.1,2.603,212.2269463,6.768,2010,10,39,4,4,293131.58,282558.65,323798.0,291808.87
5,2010-10-08,290494.85,0,64.99,2.633,212.3019522,6.768,2010,10,40,4,4,283178.12,293131.58,306533.08,280701.7
5,2010-10-15,280681.2,0,68.11,2.72,212.3691867,6.768,2010,10,41,4,4,290494.85,283178.12,282558.65,274742.63
5,2010-10-22,284988.27,0,70.96,2.725,212.4169928,6.768,2010,10,42,4,4,280681.2,290494.85,293131.58,268929.03
5,2010-10-29,278031.81,0,70.58,2.716,212.464799,6.768,2010,10,43,4,4,284988.27,280681.2,283178.12,303043.02
5,2010-11-05,325310.3,0,58.88,2.689,212.5126051,6.768,2010,11,44,4,4,278031.81,284988.27,290494.85,286477.35
5,2010-11-12,301827.36,0,62.37,2.728,212.5604113,6.768,2010,11,45,4,4,325310.3,278031.81,280681.2,287205.38
5,2010-11-19,297384.81,0,52.52,2.771,212.445487,6.768,2010,11,46,4,4,301827.36,325310.3,284988.27,288519.75
5,2010-11-26,488362.61,1,66.15,2.735,212.303441,6.768,2010,11,47,4,4,297384.81,301827.36,278031.81,323798.0
5,2010-12-03,344490.88,0,51.31,2.708,212.1613951,6.768,2010,12,48,4,4,488362.61,297384.81,325310.3,306533.08
5,2010-12-10,352811.53,0,48.27,2.843,212.0193491,6.768,2010,12,49,4,4,344490.88,488362.61,301827.36,282558.65
5,2010-12-17,367801.19,0,51.61,2.869,211.9580815,6.768,2010,12,50,4,4,352811.53,344490.88,297384.81,293131.58
5,2010-12-24,466010.25,0,55.01,2.886,211.9573978,6.768,2010,12,51,4,4,367801.19,352811.53,488362.61,283178.12
5,2010-12-31,298180.18,1,49.79,2.943,211.9567142,6.768,2010,12,52,4,4,466010.25,367801.19,344490.88,290494.85
5,2011-01-07,286347.26,0,48.3,2.976,211.9560305,6.634,2011,1,1,4,1,298180.18,466010.25,352811.53,280681.2
5,2011-01-14,260636.71,0,37.74,2.983,212.008514,6.634,2011,1,2,4,1,286347.26,298180.18,367801.19,284988.27
5,2011-01-21,275313.34,0,45.41,3.016,212.3800012,6.634,2011,1,3,4,1,260636.71,286347.26,466010.25,278031.81
5,2011-01-28,279088.39,0,44.5,3.01,212.7514884,6.634,2011,1,4,4,1,275313.34,260636.71,298180.18,325310.3
5,2011-02-04,329613.2,0,41.67,2.989,213.1229755,6.634,2011,2,5,4,1,279088.39,275313.34,286347.26,301827.36
5,2011-02-11,311590.54,1,38.25,3.022,213.4944627,6.634,2011,2,6,4,1,329613.2,279088.39,260636.71,297384.81
5,2011-02-18,356622.61,0,58.83,3.045,213.8068304,6.634,2011,2,7,4,1,311590.54,329613.2,275313.34,488362.61
5,2011-02-25,294659.5,0,63.35,3.065,214.0955503,6.634,2011,2,8,4,1,356622.61,311590.54,279088.39,344490.88
5,2011-03-04,329033.66,0,60.35,3.288,214.3842702,6.634,2011,3,9,4,1,294659.5,356622.61,329613.2,352811.53
5,2011-03-11,293098.1,0,55.74,3.459,214.6729901,6.634,2011,3,10,4,1,329033.66,294659.5,311590.54,367801.19
5,2011-03-18,312177.67,0,64.31,3.488,214.9257339,6.634,2011,3,11,4,1,293098.1,329033.66,356622.61,466010.25
5,2011-03-25,294732.5,0,70.71,3.473,215.1640872,6.634,2011,3,12,4,1,312177.67,293098.1,294659.5,298180.18
5,2011-04-01,314316.55,0,61.5,3.524,215.4024406,6.489,2011,4,13,4,2,294732.5,312177.67,329033.66,286347.26
5,2011-04-08,307333.62,0,69.64,3.622,215.6407939,6.489,2011,4,14,4,2,314316.55,294732.5,293098.1,260636.71
5,2011-04-15,307913.58,0,72.02,3.743,215.8592673,6.489,2011,4,15,4,2,307333.62,314316.55,312177.67,275313.34
5,2011-04-22,328415.44,0,74.34,3.807,216.0280407,6.489,2011,4,16,4,2,307913.58,307333.62,294732.5,279088.39
5,2011-04-29,307291.56,0,74.75,3.81,216.1968142,6.489,2011,4,17,4,2,328415.44,307913.58,314316.55,329613.2
5,2011-05-06,322904.68,0,66.27,3.906,216.3655877,6.489,2011,5,18,4,2,307291.56,328415.44,307333.62,311590.54
5,2011-05-13,290930.01,0,77.38,3.899,216.5343611,6.489,2011,5,19,4,2,322904.68,307291.56,307913.58,356622.61
5,2011-05-20,299614.33,0,71.37,3.907,216.3023847,6.489,2011,5,20,4,2,290930.01,322904.68,328415.44,294659.5
5,2011-05-27,297149.69,0,80.14,3.786,216.0704083,6.489,2011,5,21,4,2,299614.33,290930.01,307291.56,329033.66
5,2011-06-03,329183.92,0,83.81,3.699,215.8384319,6.489,2011,6,22,4,2,297149.69,299614.33,322904.68,293098.1
5,2011-06-10,304984.14,0,83.61,3.648,215.6064555,6.489,2011,6,23,4,2,329183.92,297149.69,290930.01,312177.67
5,2011-06-17,304811.82,0,86.84,3.637,215.560463,6.489,2011,6,24,4,2,304984.14,329183.92,299614.33,294732.5
5,2011-06-24,302881.64,0,84.76,3.594,215.6539583,6.489,2011,6,25,4,2,304811.82,304984.14,297149.69,314316.55
5,2011-07-01,327093.89,0,85.81,3.524,215.7474537,6.529,2011,7,26,4,3,302881.64,304811.82,329183.92,307333.62
5,2011-07-08,310804.93,0,86.64,3.48,215.8409491,6.529,2011,7,27,4,3,327093.89,302881.64,304984.14,307913.58
5,2011-07-15,283248.62,0,88.64,3.575,215.9250696,6.529,2011,7,28,4,3,310804.93,327093.89,304811.82,328415.44
5,2011-07-22,292539.73,0,86.97,3.651,215.985753,6.529,2011,7,29,4,3,283248.62,310804.93,302881.64,307291.56
5,2011-07-29,275142.17,0,89.42,3.682,216.0464364,6.529,2011,7,30,4,3,292539.73,283248.62,327093.89,322904.68
5,2011-08-05,317738.56,0,91.07,3.684,216.1071198,6.529,2011,8,31,4,3,275142.17,292539.73,310804.93,290930.01
5,2011-08-12,289886.16,0,90.16,3.638,216.1678032,6.529,2011,8,32,4,3,317738.56,275142.17,283248.62,299614.33
5,2011-08-19,303643.84,0,89.35,3.554,216.2311855,6.529,2011,8,33,4,3,289886.16,317738.56,292539.73,297149.69
5,2011-08-26,310338.17,0,89.18,3.523,216.2950176,6.529,2011,8,34,4,3,303643.84,289886.16,275142.17,329183.92
5,2011-09-02,315645.53,0,90.38,3.533,216.3588498,6.529,2011,9,35,4,3,310338.17,303643.84,317738.56,304984.14
5,2011-09-09,321110.22,1,79.04,3.546,216.4226819,6.529,2011,9,36,4,3,315645.53,310338.17,289886.16,304811.82
5,2011-09-16,278529.71,0,83.55,3.526,216.6033083,6.529,2011,9,37,4,3,321110.22,315645.53,303643.84,302881.64
5,2011-09-23,291024.98,0,78.01,3.467,216.9396605,6.529,2011,9,38,4,3,278529.71,321110.22,310338.17,327093.89
5,2011-09-30,292315.38,0,81.16,3.355,217.2760127,6.529,2011,9,39,4,3,291024.98,278529.71,315645.53,310804.93
5,2011-10-07,309111.47,0,71.64,3.285,217.6123648,6.3,2011,10,40,4,4,292315.38,291024.98,321110.22,283248.62
5,2011-10-14,286117.72,0,72.36,3.274,217.9237458,6.3,2011,10,41,4,4,309111.47,292315.38,278529.71,292539.73
5,2011-10-21,306069.18,0,66.9,3.353,218.0852999,6.3,2011,10,42,4,4,286117.72,309111.47,291024.98,275142.17
5,2011-10-28,307035.11,0,69.27,3.372,218.2468539,6.3,2011,10,43,4,4,306069.18,286117.72,292315.38,317738.56
5,2011-11-04,353652.23,0,56.71,3.332,218.408408,6.3,2011,11,44,4,4,307035.11,306069.18,309111.47,289886.16
5,2011-11-11,311906.7,0,60.71,3.297,218.5699621,6.3,2011,11,45,4,4,353652.23,307035.11,286117.72,303643.84
5,2011-11-18,307944.37,0,64.33,3.308,218.793912,6.3,2011,11,46,4,4,311906.7,353652.23,306069.18,310338.17
5,2011-11-25,507900.07,1,61.93,3.236,219.0428204,6.3,2011,11,47,4,4,307944.37,311906.7,307035.11,315645.53
5,2011-12-02,376225.61,0,51.14,3.172,219.2917287,6.3,2011,12,48,4,4,507900.07,307944.37,353652.23,321110.22
5,2011-12-09,367433.77,0,44.12,3.158,219.540637,6.3,2011,12,49,4,4,376225.61,507900.07,311906.7,278529.71
5,2011-12-16,379530.3,0,54.42,3.159,219.7596266,6.3,2011,12,50,4,4,367433.77,376225.61,307944.37,291024.98
5,2011-12-23,458562.24,0,50.33,3.112,219.9387246,6.3,2011,12,51,4,4,379530.3,367433.77,507900.07,292315.38
5,2011-12-30,349624.88,1,45.62,3.129,220.1178226,6.3,2011,12,52,4,4,458562.24,379530.3,376225.61,309111.47
5,2012-01-06,312078.71,0,50.21,3.157,220.2969205,5.943,2012,1,1,4,1,349624.88,458562.24,367433.77,286117.72
5,2012-01-13,291454.52,0,48.86,3.261,220.4760185,5.943,2012,1,2,4,1,312078.71,349624.88,379530.3,306069.18
5,2012-01-20,287523.98,0,54.65,3.268,220.5694104,5.943,2012,1,3,4,1,291454.52,312078.71,458562.24,307035.11
5,2012-01-27,295974.22,0,54.63,3.29,220.6628023,5.943,2012,1,4,4,1,287523.98,291454.52,349624.88,353652.23
5,2012-02-03,333948.0,0,57.35,3.36,220.7561941,5.943,2012,2,5,4,1,295974.22,287523.98,312078.71,311906.7
5,2012-02-10,349239.88,1,48.57,3.409,220.849586,5.943,2012,2,6,4,1,333948.0,295974.22,291454.52,307944.37
5,2012-02-17,356427.98,0,48.25,3.51,221.0106341,5.943,2012,2,7,4,1,349239.88,333948.0,287523.98,507900.07
5,2012-02-24,312220.47,0,57.75,3.555,221.2224243,5.943,2012,2,8,4,1,356427.98,349239.88,295974.22,376225.61
5,2012-03-02,359206.21,0,60.66,3.63,221.4342146,5.943,2012,3,9,4,1,312220.47,356427.98,333948.0,367433.77
5,2012-03-09,347295.6,0,57.69,3.669,221.6460048,5.943,2012,3,10,4,1,359206.21,312220.47,349239.88,379530.3
5,2012-03-16,339392.54,0,63.55,3.734,221.7989713,5.943,2012,3,11,4,1,347295.6,359206.21,356427.98,458562.24
5,2012-03-23,321299.99,0,64.44,3.787,221.8735063,5.943,2012,3,12,4,1,339392.54,347295.6,312220.47,349624.88
5,2012-03-30,331318.73,0,67.76,3.845,221.9480412,5.943,2012,3,13,4,1,321299.99,339392.54,359206.21,312078.71
5,2012-04-06,402985.7,0,70.4,3.891,222.0225762,5.801,2012,4,14,4,2,331318.73,321299.99,347295.6,291454.52
5,2012-04-13,351832.03,0,70.56,3.891,222.0971111,5.801,2012,4,15,4,2,402985.7,331318.73,339392.54,287523.98
5,2012-04-20,330063.06,0,67.33,3.877,222.1512315,5.801,2012,4,16,4,2,351832.03,402985.7,321299.99,295974.22
5,2012-04-27,324839.74,0,68.96,3.814,222.2053519,5.801,2012,4,17,4,2,330063.06,351832.03,331318.73,333948.0
5,2012-05-04,360932.69,0,77.1,3.749,222.2594722,5.801,2012,5,18,4,2,324839.74,330063.06,402985.7,349239.88
5,2012-05-11,333870.52,0,73.45,3.688,222.3135926,5.801,2012,5,19,4,2,360932.69,324839.74,351832.03,356427.98
5,2012-05-18,336189.66,0,70.45,3.63,222.330443,5.801,2012,5,20,4,2,333870.52,360932.69,330063.06,312220.47
5,2012-05-25,341994.48,0,78.23,3.561,222.3323853,5.801,2012,5,21,4,2,336189.66,333870.52,324839.74,359206.21
5,2012-06-01,359867.8,0,79.72,3.501,222.3343277,5.801,2012,6,22,4,2,341994.48,336189.66,360932.69,347295.6
5,2012-06-08,341704.59,0,81.02,3.452,222.33627,5.801,2012,6,23,4,2,359867.8,341994.48,333870.52,339392.54
5,2012-06-15,327383.64,0,81.64,3.393,222.3492901,5.801,2012,6,24,4,2,341704.59,359867.8,336189.66,321299.99
5,2012-06-22,325041.68,0,80.57,3.346,222.3900046,5.801,2012,6,25,4,2,327383.64,341704.59,341994.48,331318.73
5,2012-06-29,329658.1,0,87.08,3.286,222.4307191,5.801,2012,6,26,4,2,325041.68,327383.64,359867.8,402985.7
5,2012-07-06,341214.43,0,82.35,3.227,222.4714336,5.603,2012,7,27,4,3,329658.1,325041.68,341704.59,351832.03
5,2012-07-13,316203.64,0,80.78,3.256,222.5121481,5.603,2012,7,28,4,3,341214.43,329658.1,327383.64,330063.06
5,2012-07-20,321205.12,0,81.05,3.311,222.5209358,5.603,2012,7,29,4,3,316203.64,341214.43,325041.68,324839.74
5,2012-07-27,306827.36,0,85.06,3.407,222.5297234,5.603,2012,7,30,4,3,321205.12,316203.64,329658.1,360932.69
5,2012-08-03,324195.17,0,86.91,3.417,222.5385111,5.603,2012,8,31,4,3,306827.36,321205.12,341214.43,333870.52
5,2012-08-10,306759.7,0,86.96,3.494,222.5472987,5.603,2012,8,32,4,3,324195.17,306827.36,316203.64,336189.66
5,2012-08-17,314014.18,0,87.52,3.571,222.6276753,5.603,2012,8,33,4,3,306759.7,324195.17,321205.12,341994.48
5,2012-08-24,320831.36,0,79.45,3.62,222.7617437,5.603,2012,8,34,4,3,314014.18,306759.7,306827.36,359867.8
5,2012-08-31,344642.01,0,84.25,3.638,222.8958121,5.603,2012,8,35,4,3,320831.36,314014.18,324195.17,341704.59
5,2012-09-07,350648.91,1,86.3,3.73,223.0298805,5.603,2012,9,36,4,3,344642.01,320831.36,306759.7,327383.64
5,2012-09-14,299800.67,0,76.65,3.717,223.1734167,5.603,2012,9,37,4,3,350648.91,344642.01,314014.18,325041.68
5,2012-09-21,307306.76,0,71.09,3.721,223.3737593,5.603,2012,9,38,4,3,299800.67,350648.91,320831.36,329658.1
5,2012-09-28,310141.68,0,78.33,3.666,223.5741019,5.603,2012,9,39,4,3,307306.76,299800.67,344642.01,341214.43
5,2012-10-05,343048.29,0,71.17,3.617,223.7744444,5.422,2012,10,40,4,4,310141.68,307306.76,350648.91,316203.64
5,2012-10-12,325345.41,0,66.24,3.601,223.974787,5.422,2012,10,41,4,4,343048.29,310141.68,299800.67,321205.12
5,2012-10-19,313358.15,0,69.17,3.594,224.0192873,5.422,2012,10,42,4,4,325345.41,343048.29,307306.76,306827.36
5,2012-10-26,319550.77,0,71.7,3.506,224.0378139,5.422,2012,10,43,4,4,313358.15,325345.41,310141.68,324195.17
6,2010-04-30,1498080.16,0,68.91,2.78,211.8942725,7.092,2010,4,17,4,2,1540435.99,1519846.36,1770333.9,1652635.1
6,2010-05-07,1619920.04,0,73.68,2.835,211.8442706,7.092,2010,5,18,4,2,1498080.16,1540435.99,1667181.82,1606283.86
6,2010-05-14,1524059.4,0,74.95,2.854,211.8421769,7.092,2010,5,19,4,2,1619920.04,1498080.16,1519846.36,1567138.07
6,2010-05-21,1531938.44,0,74.8,2.826,212.1275324,7.092,2010,5,20,4,2,1524059.4,1619920.04,1540435.99,1432953.21
6,2010-05-28,1644470.66,0,78.89,2.759,212.412888,7.092,2010,5,21,4,2,1531938.44,1524059.4,1498080.16,1601348.82
6,2010-06-04,1857380.09,0,79.44,2.705,212.6982436,7.092,2010,6,22,4,2,1644470.66,1531938.44,1619920.04,1558621.36
6,2010-06-11,1685652.35,0,81.81,2.668,212.9835992,7.092,2010,6,23,4,2,1857380.09,1644470.66,1524059.4,1693058.91
6,2010-06-18,1677248.24,0,83.89,2.637,212.9813843,7.092,2010,6,24,4,2,1685652.35,1857380.09,1531938.44,1472033.38
6,2010-06-25,1640681.88,0,84.2,2.653,212.8641412,7.092,2010,6,25,4,2,1677248.24,1685652.35,1644470.66,1770333.9
6,2010-07-02,1759777.25,0,80.34,2.669,212.746898,6.973,2010,7,26,4,3,1640681.88,1677248.24,1857380.09,1667181.82
6,2010-07-09,1690317.99,0,80.93,2.642,212.6296549,6.973,2010,7,27,4,3,1759777.25,1640681.88,1685652.35,1519846.36
6,2010-07-16,1560120.8,0,83.75,2.623,212.6212163,6.973,2010,7,28,4,3,1690317.99,1759777.25,1677248.24,1540435.99
6,2010-07-23,1585240.92,0,83.9,2.608,212.7578505,6.973,2010,7,29,4,3,1560120.8,1690317.99,1640681.88,1498080.16
6,2010-07-30,1532308.78,0,81.37,2.64,212.8944846,6.973,2010,7,30,4,3,1585240.92,1560120.8,1759777.25,1619920.04
6,2010-08-06,1633241.59,0,86.61,2.627,213.0311188,6.973,2010,8,31,4,3,1532308.78,1585240.92,1690317.99,1524059.4
6,2010-08-13,1547654.98,0,86.83,2.692,213.1677529,6.973,2010,8,32,4,3,1633241.59,1532308.78,1560120.8,1531938.44
6,2010-08-20,1539930.5,0,87.36,2.664,213.1291427,6.973,2010,8,33,4,3,1547654.98,1633241.59,1585240.92,1644470.66
6,2010-08-27,1450766.12,0,85.71,2.619,213.0905324,6.973,2010,8,34,4,3,1539930.5,1547654.98,1532308.78,1857380.09
6,2010-09-03,1510925.32,0,82.15,2.577,213.0519222,6.973,2010,9,35,4,3,1450766.12,1539930.5,1633241.59,1685652.35
6,2010-09-10,1424225.44,1,78.78,2.565,213.013312,6.973,2010,9,36,4,3,1510925.32,1450766.12,1547654.98,1677248.24
6,2010-09-17,1308537.75,0,81.78,2.582,213.0398643,6.973,2010,9,37,4,3,1424225.44,1510925.32,1539930.5,1640681.88
6,2010-09-24,1275591.84,0,76.49,2.624,213.1152886,6.973,2010,9,38,4,3,1308537.75,1424225.44,1450766.12,1759777.25
6,2010-10-01,1328468.89,0,70.69,2.603,213.1907129,7.007,2010,10,39,4,4,1275591.84,1308537.75,1510925.32,1690317.99
6,2010-10-08,1360317.9,0,65.21,2.633,213.2661373,7.007,2010,10,40,4,4,1328468.89,1275591.84,1424225.44,1560120.8
6,2010-10-15,1344580.92,0,68.93,2.72,213.3337977,7.007,2010,10,41,4,4,1360317.9,1328468.89,1308537.75,1585240.92
6,2010-10-22,1332716.53,0,70.97,2.725,213.3820486,7.007,2010,10,42,4,4,1344580.92,1360317.9,1275591.84,1532308.78
6,2010-10-29,1385323.7,0,70.39,2.716,213.4302994,7.007,2010,10,43,4,4,1332716.53,1344580.92,1328468.89,1633241.59
6,2010-11-05,1505442.15,0,59.9,2.689,213.4785503,7.007,2010,11,44,4,4,1385323.7,1332716.53,1360317.9,1547654.98
6,2010-11-12,1495536.46,0,62.11,2.728,213.5268011,7.007,2010,11,45,4,4,1505442.15,1385323.7,1344580.92,1539930.5
6,2010-11-19,1518841.45,0,52.99,2.771,213.4107412,7.007,2010,11,46,4,4,1495536.46,1505442.15,1332716.53,1450766.12
6,2010-11-26,2267452.4,1,65.79,2.735,213.2672961,7.007,2010,11,47,4,4,1518841.45,1495536.46,1385323.7,1510925.32
6,2010-12-03,1677067.24,0,52.3,2.708,213.123851,7.007,2010,12,48,4,4,2267452.4,1518841.45,1505442.15,1424225.44
6,2010-12-10,1834737.58,0,48.46,2.843,212.9804059,7.007,2010,12,49,4,4,1677067.24,2267452.4,1495536.46,1308537.75
6,2010-12-17,2090268.95,0,52.24,2.869,212.918049,7.007,2010,12,50,4,4,1834737.58,1677067.24,1518841.45,1275591.84
6,2010-12-24,2727575.18,0,55.07,2.886,212.9165082,7.007,2010,12,51,4,4,2090268.95,1834737.58,2267452.4,1328468.89
6,2010-12-31,1464050.02,1,49.14,2.943,212.9149674,7.007,2010,12,52,4,4,2727575.18,2090268.95,1677067.24,1360317.9
6,2011-01-07,1350441.68,0,47.78,2.976,212.9134266,6.858,2011,1,1,4,1,1464050.02,2727575.18,1834737.58,1344580.92
6,2011-01-14,1306194.55,0,38.37,2.983,212.9655882,6.858,2011,1,2,4,1,1350441.68,1464050.02,2090268.95,1332716.53
6,2011-01-21,1261253.18,0,46.2,3.016,213.3399647,6.858,2011,1,3,4,1,1306194.55,1350441.68,2727575.18,1385323.7
6,2011-01-28,1287034.7,0,44.98,3.01,213.7143412,6.858,2011,1,4,4,1,1261253.18,1306194.55,1464050.02,1505442.15
6,2011-02-04,1514999.17,0,40.59,2.989,214.0887176,6.858,2011,2,5,4,1,1287034.7,1261253.18,1350441.68,1495536.46
6,2011-02-11,1486920.17,1,39.38,3.022,214.4630941,6.858,2011,2,6,4,1,1514999.17,1287034.7,1306194.55,1518841.45
6,2011-02-18,1572117.54,0,59.61,3.045,214.7775231,6.858,2011,2,7,4,1,1486920.17,1514999.17,1261253.18,2267452.4
6,2011-02-25,1422600.43,0,62.86,3.065,215.0679731,6.858,2011,2,8,4,1,1572117.54,1486920.17,1287034.7,1677067.24
6,2011-03-04,1502617.99,0,60.45,3.288,215.3584231,6.858,2011,3,9,4,1,1422600.43,1572117.54,1514999.17,1834737.58
6,2011-03-11,1494497.39,0,57.71,3.459,215.6488731,6.858,2011,3,10,4,1,1502617.99,1422600.43,1486920.17,2090268.95
6,2011-03-18,1685375.47,0,65.07,3.488,215.9035078,6.858,2011,3,11,4,1,1494497.39,1502617.99,1572117.54,2727575.18
6,2011-03-25,1438465.81,0,70.83,3.473,216.1438163,6.858,2011,3,12,4,1,1685375.47,1494497.39,1422600.43,1464050.02
6,2011-04-01,1459276.77,0,62.25,3.524,216.3841249,6.855,2011,4,13,4,2,1438465.81,1685375.47,1502617.99,1350441.68
6,2011-04-08,1534594.0,0,70.35,3.622,216.6244334,6.855,2011,4,14,4,2,1459276.77,1438465.81,1494497.39,1306194.55
6,2011-04-15,1448797.02,0,73.17,3.743,216.8446627,6.855,2011,4,15,4,2,1534594.0,1459276.77,1685375.47,1261253.18
6,2011-04-22,1639358.93,0,74.24,3.807,217.0146941,6.855,2011,4,16,4,2,1448797.02,1534594.0,1438465.81,1287034.7
6,2011-04-29,1479249.9,0,75.27,3.81,217.1847255,6.855,2011,4,17,4,2,1639358.93,1448797.02,1459276.77,1514999.17
6,2011-05-06,1504651.57,0,65.42,3.906,217.3547569,6.855,2011,5,18,4,2,1479249.9,1639358.93,1534594.0,1486920.17
6,2011-05-13,1453185.65,0,76.95,3.899,217.5247882,6.855,2011,5,19,4,2,1504651.57,1479249.9,1448797.02,1572117.54
6,2011-05-20,1382783.83,0,72.01,3.907,217.2896095,6.855,2011,5,20,4,2,1453185.65,1504651.57,1639358.93,1422600.43
6,2011-05-27,1523979.11,0,80.83,3.786,217.0544307,6.855,2011,5,21,4,2,1382783.83,1453185.65,1479249.9,1502617.99
6,2011-06-03,1705506.29,0,84.01,3.699,216.819252,6.855,2011,6,22,4,2,1523979.11,1382783.83,1504651.57,1494497.39
